39.92318,116.4061,2/3/2008 11:17
39.92294,116.41556,2/3/2008 11:22
39.92933,116.42834,2/3/2008 11:27
39.93204,116.43048,2/3/2008 11:32
39.92972,116.43282,2/3/2008 11:37
39.92263,116.43437,2/3/2008 11:44
39.92286,116.43462,2/3/2008 11:49
39.91035,116.46326,2/3/2008 12:00
39.90981,116.46354,2/3/2008 12:05
39.96413,116.44354,2/3/2008 12:27
39.97653,116.44629,2/3/2008 12:32
39.97193,116.45929,2/3/2008 12:37
39.97991,116.4703,2/3/2008 12:42
39.96649,116.46803,2/3/2008 12:47
39.94878,116.48348,2/3/2008 12:52
39.93462,116.49533,2/3/2008 12:57
39.93486,116.49638,2/3/2008 13:02
39.93494,116.49634,2/3/2008 13:07
39.9341,116.49696,2/3/2008 13:17
39.9341,116.49696,2/3/2008 13:22
39.93562,116.49914,2/3/2008 13:27
39.93346,116.50917,2/3/2008 13:32
39.90724,116.47251,2/3/2008 13:49
39.90728,116.45537,2/3/2008 13:54
39.9043,116.44497,2/3/2008 13:59
39.90462,116.44306,2/3/2008 14:03
39.90476,116.44302,2/3/2008 14:09
