39.96062,116.44229,2/7/2008 17:55
39.95817,116.44519,2/7/2008 18:00
39.95816,116.44516,2/7/2008 18:05
39.96077,116.44202,2/7/2008 18:10
39.96168,116.44084,2/7/2008 18:15
39.95554,116.4493,2/7/2008 18:20
39.94268,116.4552,2/7/2008 18:25
39.9323,116.47598,2/7/2008 18:35
39.93232,116.47731,2/7/2008 18:37
39.93537,116.49794,2/7/2008 18:42
39.92228,116.51146,2/7/2008 18:47
39.92464,116.51699,2/7/2008 18:52
39.92465,116.52013,2/7/2008 18:55
39.95854,116.49991,2/7/2008 19:13
39.93948,116.51119,2/7/2008 19:18
39.86765,116.43291,2/7/2008 19:44
39.86456,116.43393,2/7/2008 19:48
39.87016,116.44936,2/7/2008 19:54
39.87005,116.45423,2/7/2008 19:56
39.84603,116.47969,2/7/2008 20:01
39.83804,116.49803,2/7/2008 20:06
39.85471,116.48062,2/7/2008 20:11
39.87827,116.48402,2/7/2008 20:16
39.87729,116.48333,2/7/2008 20:21
39.8827,116.47136,2/7/2008 20:26
39.90376,116.47164,2/7/2008 20:31
39.90482,116.44287,2/7/2008 20:36
39.90503,116.44285,2/7/2008 20:43
