39.9404,116.52614,2/4/2008 9:24
39.93511,116.49673,2/4/2008 9:29
39.93247,116.48279,2/4/2008 9:34
39.9325,116.45447,2/4/2008 9:39
39.93741,116.43837,2/4/2008 9:44
39.9437,116.45335,2/4/2008 9:49
39.9437,116.45495,2/4/2008 9:54
39.91352,116.44845,2/4/2008 10:07
39.90757,116.45558,2/4/2008 10:12
39.94269,116.45518,2/4/2008 10:34
39.92474,116.44881,2/4/2008 10:44
39.91885,116.45507,2/4/2008 10:49
39.91394,116.45543,2/4/2008 10:54
39.90733,116.45533,2/4/2008 10:59
39.95012,116.4484,2/4/2008 11:16
39.95428,116.4462,2/4/2008 11:22
39.95126,116.45488,2/4/2008 11:27
39.94295,116.4552,2/4/2008 11:32
39.93485,116.45587,2/4/2008 11:36
39.96659,116.43301,2/4/2008 11:41
39.98211,116.42498,2/4/2008 11:46
39.98596,116.42176,2/4/2008 11:53
