39.90507,116.44371,2/2/2008 16:41
39.90267,116.44718,2/2/2008 16:46
39.90674,116.45347,2/2/2008 16:55
39.90852,116.45503,2/2/2008 17:00
39.92123,116.45567,2/2/2008 17:05
39.93946,116.45563,2/2/2008 17:10
39.95548,116.44984,2/2/2008 17:15
39.96822,116.42276,2/2/2008 17:20
39.96679,116.37305,2/2/2008 17:31
39.96634,116.33964,2/2/2008 17:36
39.96402,116.31024,2/2/2008 17:41
39.96027,116.30225,2/2/2008 17:46
39.95091,116.3034,2/2/2008 17:51
39.94274,116.30369,2/2/2008 17:56
39.93785,116.30362,2/2/2008 18:01
39.93284,116.30378,2/2/2008 18:06
39.93006,116.2825,2/2/2008 18:11
39.92655,116.26958,2/2/2008 18:21
39.94998,116.26952,2/2/2008 18:26
39.98517,116.3435,2/2/2008 18:36
39.98576,116.36338,2/2/2008 18:41
39.98675,116.39862,2/2/2008 18:46
39.98753,116.42301,2/2/2008 18:51
39.97959,116.44816,2/2/2008 18:56
39.98448,116.46254,2/2/2008 19:01
39.97458,116.48376,2/2/2008 19:12
39.96516,116.48372,2/2/2008 19:17
