39.92661,116.47869,2/6/2008 21:02
39.93249,116.45645,2/6/2008 21:07
39.93243,116.44436,2/6/2008 21:12
39.93579,116.43858,2/6/2008 21:17
39.94423,116.44433,2/6/2008 21:22
39.94492,116.45523,2/6/2008 21:24
39.91578,116.45584,2/6/2008 21:29
39.91412,116.48666,2/6/2008 21:34
39.89178,116.52345,2/6/2008 21:49
39.81231,116.39744,2/6/2008 22:15
39.81951,116.39629,2/6/2008 22:20
39.83057,116.41852,2/6/2008 22:25
39.83129,116.44915,2/6/2008 22:31
39.84071,116.47247,2/6/2008 22:36
39.87422,116.48375,2/6/2008 22:41
39.88634,116.48403,2/6/2008 22:46
39.86095,116.50776,2/6/2008 22:55
39.91795,116.47215,2/6/2008 23:08
40.03253,116.52844,2/6/2008 23:30
40.03301,116.5298,2/6/2008 23:35
40.07578,116.51568,2/6/2008 23:55
40.07843,116.52843,2/7/2008 0:01
40.06442,116.54863,2/7/2008 0:06
40.07015,116.56397,2/7/2008 0:11
40.06226,116.58258,2/7/2008 0:16
40.07918,116.58128,2/7/2008 0:20
40.06261,116.58308,2/7/2008 0:25
40.02221,116.53278,2/7/2008 0:30
39.97602,116.51276,2/7/2008 0:35
39.91009,116.5381,2/7/2008 0:40
39.81723,116.49528,2/7/2008 0:48
39.79189,116.47671,2/7/2008 0:53
39.91178,116.59367,2/7/2008 1:17
39.92474,116.60068,2/7/2008 1:42
39.92387,116.57904,2/7/2008 1:47
39.92353,116.57481,2/7/2008 1:49
39.91877,116.58288,2/7/2008 1:54
39.91389,116.57008,2/7/2008 1:59
39.92184,116.49611,2/7/2008 2:14
39.93507,116.43764,2/7/2008 2:29
39.9323,116.43442,2/7/2008 2:34
39.93232,116.45511,2/7/2008 2:44
39.9251,116.47823,2/7/2008 2:54
39.92505,116.4782,2/7/2008 3:00
39.92513,116.47831,2/7/2008 3:11
39.92973,116.47183,2/7/2008 3:16
39.92901,116.46476,2/7/2008 3:21
39.92507,116.4782,2/7/2008 3:26
39.9294,116.48411,2/7/2008 3:38
39.9355,116.49828,2/7/2008 3:43
39.93672,116.52432,2/7/2008 3:48
39.94312,116.54313,2/7/2008 3:53
39.94389,116.54521,2/7/2008 3:56
