39.94037,116.52282,2/5/2008 9:47
39.93256,116.48665,2/5/2008 9:52
39.93257,116.45739,2/5/2008 9:57
39.94369,116.45472,2/5/2008 10:12
39.94369,116.45472,2/5/2008 10:17
39.94369,116.45512,2/5/2008 10:23
39.94369,116.45512,2/5/2008 10:28
39.89207,116.46645,2/5/2008 10:39
39.90952,116.45481,2/5/2008 10:50
39.94636,116.44931,2/5/2008 11:01
39.94374,116.45512,2/5/2008 11:06
39.93244,116.45365,2/5/2008 11:11
39.93242,116.45465,2/5/2008 11:16
39.93238,116.46982,2/5/2008 11:21
39.93289,116.50747,2/5/2008 11:31
39.9145,116.44767,2/5/2008 11:54
39.91217,116.45921,2/5/2008 11:59
39.90714,116.46251,2/5/2008 12:04
39.9165,116.45157,2/5/2008 12:09
39.92561,116.43903,2/5/2008 12:14
39.93889,116.43831,2/5/2008 12:19
39.94755,116.42727,2/5/2008 12:24
39.94984,116.38933,2/5/2008 12:29
39.96703,116.39298,2/5/2008 12:34
39.9677,116.42106,2/5/2008 12:39
39.96755,116.43044,2/5/2008 12:44
39.96605,116.4332,2/5/2008 12:49
39.95314,116.45256,2/5/2008 12:54
39.94739,116.45523,2/5/2008 12:59
39.92319,116.43272,2/5/2008 13:09
39.93968,116.4323,2/5/2008 13:14
39.93618,116.43864,2/5/2008 13:19
39.93229,116.45501,2/5/2008 13:26
39.93243,116.46776,2/5/2008 13:31
39.92746,116.4724,2/5/2008 13:36
39.92925,116.47225,2/5/2008 13:41
39.92968,116.47281,2/5/2008 13:44
