39.94025,116.53688,2/8/2008 11:15
39.93432,116.53369,2/8/2008 11:20
39.93432,116.53369,2/8/2008 11:25
39.93753,116.53618,2/8/2008 11:30
39.9068,116.49758,2/8/2008 11:35
39.90535,116.44338,2/8/2008 11:40
39.90677,116.4544,2/8/2008 11:53
39.91108,116.45602,2/8/2008 11:55
39.93199,116.45583,2/8/2008 12:00
39.93067,116.45082,2/8/2008 12:05
39.93206,116.45399,2/8/2008 12:10
39.92586,116.47849,2/8/2008 12:21
39.91697,116.39657,2/8/2008 12:44
39.9229,116.4178,2/8/2008 12:49
39.9305,116.42844,2/8/2008 12:54
39.93211,116.43053,2/8/2008 12:59
39.90886,116.44393,2/8/2008 13:11
39.90497,116.44302,2/8/2008 13:16
39.905,116.44302,2/8/2008 13:22
