39.93528,116.48791,2/4/2008 16:40
39.93508,116.49584,2/4/2008 16:45
39.94023,116.536,2/4/2008 16:50
39.92263,116.54754,2/4/2008 16:55
39.92426,116.58804,2/4/2008 17:00
39.92542,116.6184,2/4/2008 17:05
39.92538,116.61852,2/4/2008 17:10
39.92538,116.61852,2/4/2008 17:15
39.92538,116.61852,2/4/2008 17:20
39.92538,116.61852,2/4/2008 17:25
39.92374,116.61002,2/4/2008 17:30
39.92374,116.61002,2/4/2008 17:35
39.92856,116.58975,2/4/2008 17:40
39.92674,116.58983,2/4/2008 17:42
39.92303,116.55919,2/4/2008 17:47
39.92269,116.51818,2/4/2008 17:52
39.91587,116.51509,2/4/2008 17:57
39.90696,116.50349,2/4/2008 18:02
39.90269,116.44563,2/4/2008 18:07
39.9068,116.44541,2/4/2008 18:08
39.90507,116.44524,2/4/2008 18:13
39.90299,116.44749,2/4/2008 18:18
39.90456,116.44518,2/4/2008 18:19
39.92268,116.45554,2/4/2008 18:24
39.96195,116.48999,2/4/2008 18:46
39.96062,116.49748,2/4/2008 18:53
39.95258,116.50429,2/4/2008 19:05
39.93356,116.51078,2/4/2008 19:10
39.96726,116.39216,2/4/2008 19:30
39.98236,116.38819,2/4/2008 19:35
39.95267,116.41326,2/4/2008 20:05
39.95037,116.41274,2/4/2008 20:10
39.95266,116.4161,2/4/2008 20:15
39.9488,116.41916,2/4/2008 20:20
39.94038,116.4271,2/4/2008 20:25
39.94301,116.44594,2/4/2008 20:31
39.94,116.42727,2/4/2008 20:43
39.94287,116.44438,2/4/2008 20:48
39.94368,116.45513,2/4/2008 20:53
39.94368,116.45513,2/4/2008 21:03
39.94369,116.45516,2/4/2008 21:13
39.94281,116.45535,2/4/2008 21:18
39.91008,116.45565,2/4/2008 21:23
39.86361,116.45104,2/4/2008 21:28
39.85577,116.40249,2/4/2008 21:33
39.85006,116.34535,2/4/2008 21:38
39.85084,116.38088,2/4/2008 22:04
39.8557,116.40337,2/4/2008 22:09
39.86439,116.45248,2/4/2008 22:14
39.86909,116.4617,2/4/2008 22:25
39.86903,116.46166,2/4/2008 22:30
39.86993,116.46151,2/4/2008 22:33
39.87641,116.4547,2/4/2008 22:38
39.90274,116.44735,2/4/2008 22:48
39.90674,116.44532,2/4/2008 22:50
39.90992,116.45496,2/4/2008 22:55
39.89904,116.47639,2/4/2008 23:02
39.90548,116.44531,2/4/2008 23:07
39.90686,116.44541,2/4/2008 23:12
39.90525,116.45088,2/4/2008 23:17
39.9069,116.43771,2/4/2008 23:23
39.91582,116.4349,2/4/2008 23:28
39.92547,116.43469,2/4/2008 23:33
39.93513,116.43861,2/4/2008 23:38
39.93229,116.45489,2/4/2008 23:43
39.93236,116.4669,2/4/2008 23:48
39.94334,116.51092,2/5/2008 0:08
39.94034,116.5391,2/5/2008 0:13
39.94399,116.54526,2/5/2008 0:18
